1.255363970994949341e-02,3.590949252247810364e-02,9.515368342399597168e-01
1.642467454075813293e-02,4.462258890271186829e-02,9.389528036117553711e-01
9.335427545011043549e-03,3.040226548910140991e-02,9.602623581886291504e-01
1.578279770910739899e-02,4.348312690854072571e-02,9.407341480255126953e-01
9.984673932194709778e-03,3.093656525015830994e-02,9.590787291526794434e-01
1.032162923365831375e-02,3.282373771071434021e-02,9.568546414375305176e-01
1.292832102626562119e-02,4.042771458625793457e-02,9.466440081596374512e-01
1.831231452524662018e-02,4.865075275301933289e-02,9.330369830131530762e-01
1.372287608683109283e-02,4.304112121462821960e-02,9.432359933853149414e-01
7.790598087012767792e-03,2.582374587655067444e-02,9.663856029510498047e-01
6.795381661504507065e-03,2.250127121806144714e-02,9.707033634185791016e-01
2.611084096133708954e-02,7.914513349533081055e-02,8.947439789772033691e-01
1.080421451479196548e-02,3.332991898059844971e-02,9.558658599853515625e-01
4.322700668126344681e-03,1.620380766689777374e-02,9.794735312461853027e-01
9.310211054980754852e-03,2.801922895014286041e-02,9.626705050468444824e-01
1.941877231001853943e-02,5.307546630501747131e-02,9.275057911872863770e-01
2.320752479135990143e-02,6.179990991950035095e-02,9.149925708770751953e-01
6.261475384235382080e-03,2.394357509911060333e-02,9.697949290275573730e-01
1.544213574379682541e-02,5.282883718609809875e-02,9.317290186882019043e-01
7.997532375156879425e-03,2.669888176023960114e-02,9.653035998344421387e-01
1.566500216722488403e-02,4.919840395450592041e-02,9.351365566253662109e-01
1.407294068485498428e-02,4.214642941951751709e-02,9.437806010246276855e-01
2.345673739910125732e-02,6.738423556089401245e-02,9.091590642929077148e-01
6.252033170312643051e-03,2.204302698373794556e-02,9.717049002647399902e-01
9.627548046410083771e-03,3.206579014658927917e-02,9.583066105842590332e-01
1.106948684900999069e-02,3.626956418156623840e-02,9.526609182357788086e-01
1.001396961510181427e-02,3.075990267097949982e-02,9.592261314392089844e-01
1.772463321685791016e-02,5.220999941229820251e-02,9.300653338432312012e-01
1.344563066959381104e-02,4.119709506630897522e-02,9.453572630882263184e-01
8.563944138586521149e-03,3.334860503673553467e-02,9.580873847007751465e-01
1.852086000144481659e-02,4.887215793132781982e-02,9.326069951057434082e-01
8.329054340720176697e-03,2.643511816859245300e-02,9.652358293533325195e-01
7.627493701875209808e-03,2.656372450292110443e-02,9.658088088035583496e-01
1.040139328688383102e-02,3.742275759577751160e-02,9.521757960319519043e-01
8.824433200061321259e-03,2.798621356487274170e-02,9.631893634796142578e-01
8.510268293321132660e-03,2.744059637188911438e-02,9.640491604804992676e-01
6.914737168699502945e-03,2.599433809518814087e-02,9.670909643173217773e-01
8.305747993290424347e-03,2.945338003337383270e-02,9.622408747673034668e-01
1.979774795472621918e-02,6.969468295574188232e-02,9.105075597763061523e-01
2.908316440880298615e-02,1.070987880229949951e-01,8.638180494308471680e-01
1.899353601038455963e-02,6.332613527774810791e-02,9.176803827285766602e-01
1.603049039840698242e-02,4.784134402871131897e-02,9.361281394958496094e-01
1.202602125704288483e-02,3.879771381616592407e-02,9.491762518882751465e-01
1.438715681433677673e-02,4.320954531431198120e-02,9.424033164978027344e-01
1.093973033130168915e-02,3.360796347260475159e-02,9.554523825645446777e-01
1.639970391988754272e-02,4.242988303303718567e-02,9.411704540252685547e-01
8.551916107535362244e-03,2.850506454706192017e-02,9.629430174827575684e-01
1.207912992686033249e-02,4.197987169027328491e-02,9.459410309791564941e-01
1.484250370413064957e-02,4.657095670700073242e-02,9.385865330696105957e-01
1.187752373516559601e-02,3.632431477308273315e-02,9.517981410026550293e-01
2.373523265123367310e-02,6.514059007167816162e-02,9.111241698265075684e-01
1.640438660979270935e-02,5.553421005606651306e-02,9.280614256858825684e-01
1.045526377856731415e-02,3.306113183498382568e-02,9.564836025238037109e-01
9.504176676273345947e-03,3.240590542554855347e-02,9.580898880958557129e-01
1.186252664774656296e-02,3.785464167594909668e-02,9.502828121185302734e-01
1.388756744563579559e-02,4.342154413461685181e-02,9.426908493041992188e-01
7.554906886070966721e-03,2.743410505354404449e-02,9.650110006332397461e-01
1.519207283854484558e-02,4.702426493167877197e-02,9.377836585044860840e-01
1.111460570245981216e-02,3.609613701701164246e-02,9.527892470359802246e-01
7.983732968568801880e-03,2.757333405315876007e-02,9.644429683685302734e-01
1.300535909831523895e-02,3.927138447761535645e-02,9.477233290672302246e-01
1.094345841556787491e-02,3.396326303482055664e-02,9.550932645797729492e-01
1.552031561732292175e-02,6.046998873353004456e-02,9.240096807479858398e-01
1.018859632313251495e-02,3.100808709859848022e-02,9.588033556938171387e-01
7.174917031079530716e-03,2.371826767921447754e-02,9.691067934036254883e-01
1.295602135360240936e-02,4.113611951470375061e-02,9.459078907966613770e-01
1.628202199935913086e-02,4.186483100056648254e-02,9.418532252311706543e-01
9.973820298910140991e-03,3.549712523818016052e-02,9.545291066169738770e-01
1.248359773308038712e-02,3.942238166928291321e-02,9.480940103530883789e-01
7.713933009654283524e-03,2.872824110090732574e-02,9.635577797889709473e-01
1.372293662279844284e-02,4.505337774753570557e-02,9.412236809730529785e-01
1.416307222098112106e-02,4.160504415631294250e-02,9.442318677902221680e-01
1.175756566226482391e-02,3.602659702301025391e-02,9.522157907485961914e-01
1.736162602901458740e-02,4.509887099266052246e-02,9.375394582748413086e-01
1.115702558308839798e-02,3.648976236581802368e-02,9.523531794548034668e-01
6.519665010273456573e-03,2.207616530358791351e-02,9.714041352272033691e-01
2.202359400689601898e-02,7.664769142866134644e-02,9.013287425041198730e-01
1.000393088907003403e-02,3.832477331161499023e-02,9.516712427139282227e-01
6.835752632468938828e-03,2.634719572961330414e-02,9.668171405792236328e-01
2.133810333907604218e-02,7.421333342790603638e-02,9.044486284255981445e-01
6.063253153115510941e-03,2.026670798659324646e-02,9.736700057983398438e-01
1.367967482656240463e-02,4.559452459216117859e-02,9.407258033752441406e-01
7.923999801278114319e-03,2.711708471179008484e-02,9.649589061737060547e-01
1.978920027613639832e-02,6.452038884162902832e-02,9.156904220581054688e-01
1.525469403713941574e-02,5.003017559647560120e-02,9.347150921821594238e-01
1.435479056090116501e-02,3.967396914958953857e-02,9.459712505340576172e-01
2.206832543015480042e-02,5.892697721719741821e-02,9.190047383308410645e-01
1.607936806976795197e-02,4.997507855296134949e-02,9.339455366134643555e-01
1.120908278971910477e-02,3.485200554132461548e-02,9.539389610290527344e-01
1.259852573275566101e-02,3.813273087143898010e-02,9.492686986923217773e-01
1.539016980677843094e-02,4.475035518407821655e-02,9.398595094680786133e-01
1.931106299161911011e-02,5.245472863316535950e-02,9.282342791557312012e-01
1.471290457993745804e-02,4.967740550637245178e-02,9.356096982955932617e-01
7.554370444267988205e-03,2.495711296796798706e-02,9.674884676933288574e-01
2.294838614761829376e-02,5.822540447115898132e-02,9.188262224197387695e-01
6.881756242364645004e-03,2.418682910501956940e-02,9.689314365386962891e-01
1.228936202824115753e-02,3.714257478713989258e-02,9.505680203437805176e-01
1.760428212583065033e-02,5.055748298764228821e-02,9.318382143974304199e-01
2.048271149396896362e-02,5.362825095653533936e-02,9.258890151977539062e-01
1.127988379448652267e-02,3.277535364031791687e-02,9.559447169303894043e-01
1.298386324197053909e-02,3.708905726671218872e-02,9.499270319938659668e-01
1.158541254699230194e-02,3.526272252202033997e-02,9.531518816947937012e-01
1.231385301798582077e-02,3.637033328413963318e-02,9.513158202171325684e-01
2.291061915457248688e-02,7.353283464908599854e-02,9.035565257072448730e-01
7.346135564148426056e-03,2.935053221881389618e-02,9.633033275604248047e-01
1.203035097569227219e-02,3.535799682140350342e-02,9.526116847991943359e-01
1.771392673254013062e-02,5.715909972786903381e-02,9.251269698143005371e-01
6.816776935011148453e-03,2.552604489028453827e-02,9.676571488380432129e-01
7.445566821843385696e-03,2.888580970466136932e-02,9.636685848236083984e-01
1.456332113593816757e-02,4.570296034216880798e-02,9.397336840629577637e-01
1.433833595365285873e-02,4.115496575832366943e-02,9.445067048072814941e-01
1.730145886540412903e-02,4.585417360067367554e-02,9.368444085121154785e-01
1.693521067500114441e-02,5.526605993509292603e-02,9.277987480163574219e-01
1.531454920768737793e-02,6.350365281105041504e-02,9.211818575859069824e-01
7.977887056767940521e-03,2.984233945608139038e-02,9.621797204017639160e-01
7.673544809222221375e-03,2.696169540286064148e-02,9.653646945953369141e-01
1.917664706707000732e-02,5.289192125201225281e-02,9.279314279556274414e-01
1.616149395704269409e-02,5.472621321678161621e-02,9.291122555732727051e-01
8.371756412088871002e-03,3.129430115222930908e-02,9.603339433670043945e-01
6.914545316249132156e-03,2.427209354937076569e-02,9.688133597373962402e-01
1.501324307173490524e-02,4.496941715478897095e-02,9.400174021720886230e-01
9.348533116281032562e-03,3.538576886057853699e-02,9.552656412124633789e-01
1.111667789518833160e-02,3.870911523699760437e-02,9.501741528511047363e-01
7.123577874153852463e-03,2.382358722388744354e-02,9.690528512001037598e-01
1.227269787341356277e-02,3.919567540287971497e-02,9.485316276550292969e-01
1.298453286290168762e-02,3.846977278590202332e-02,9.485456943511962891e-01
7.846793159842491150e-03,2.734646387398242950e-02,9.648067951202392578e-01
1.509911380708217621e-02,4.883395507931709290e-02,9.360669255256652832e-01
6.896985229104757309e-03,2.581453509628772736e-02,9.672884345054626465e-01
8.568702265620231628e-03,2.701032906770706177e-02,9.644209742546081543e-01
1.977703906595706940e-02,5.446005612611770630e-02,9.257628917694091797e-01
1.708766818046569824e-02,4.749834537506103516e-02,9.354139566421508789e-01
8.392833173274993896e-03,3.077763319015502930e-02,9.608295559883117676e-01
1.115092448890209198e-02,3.542362898588180542e-02,9.534254670143127441e-01
1.007140986621379852e-02,3.149078786373138428e-02,9.584378004074096680e-01
8.995448239147663116e-03,2.727194689214229584e-02,9.637326002120971680e-01
1.106279622763395309e-02,4.180162400007247925e-02,9.471355080604553223e-01
1.495319325476884842e-02,4.914901033043861389e-02,9.358977675437927246e-01
1.177396625280380249e-02,3.714779019355773926e-02,9.510782361030578613e-01
1.347898785024881363e-02,4.515540599822998047e-02,9.413656592369079590e-01
9.608144871890544891e-03,3.190233185887336731e-02,9.584894776344299316e-01
8.509136736392974854e-03,2.977079898118972778e-02,9.617200493812561035e-01
9.119140915572643280e-03,2.815666422247886658e-02,9.627242088317871094e-01
5.148100201040506363e-03,2.149491757154464722e-02,9.733570218086242676e-01
1.166115608066320419e-02,3.660745546221733093e-02,9.517313838005065918e-01
6.658204365521669388e-03,2.473940514028072357e-02,9.686023592948913574e-01
2.062860131263732910e-02,5.525482073426246643e-02,9.241165518760681152e-01
1.363962050527334213e-02,4.567202180624008179e-02,9.406883120536804199e-01
