2.291163890335475295e-01,2.384031591264201555e-01,2.553984239217638730e-01,1.501246934504052444e-01,1.373622162515828748e-01
1.735193103362011879e-01,2.480337493606859789e-01,4.241755153315845961e-01,2.209387311367721485e-01,2.044169383450767374e-01
1.600944151785840264e-01,1.729725499692509882e-01,3.503702843791595134e-01,2.269834506578411737e-01,1.946547650583441147e-01
1.418440507252095029e-01,2.492196319104600100e-01,3.212741698477468155e-01,1.836916726604815586e-01,1.290840739388254554e-01
2.950092361315850287e-01,1.277614934996053053e-01,3.553870889867900007e-01,9.395216972134268207e-02,1.949310602880930665e-01
2.748239226479631814e-01,1.130846922121148956e-01,3.101234932111064380e-01,2.216834025454680890e-01,1.497166921686388652e-01
2.048405738050223523e-01,1.847758200733885248e-01,3.526076276854378522e-01,1.557168621452259261e-01,6.049068597535597891e-02
7.354914796162238810e-02,1.895813690576321486e-01,4.466618048392986262e-01,2.684070885757231517e-01,2.198085681799774038e-01
1.626740716722459845e-01,2.426054287485804040e-01,4.199929419386406182e-01,2.165166477553164270e-01,1.425286990780581520e-01
3.192752942181533715e-01,2.153756266197078550e-01,2.359824647371840944e-01,1.765080572893466537e-01,1.312319063947717801e-01
1.795892840207519714e-01,2.248488771475579961e-01,2.723941839130686882e-01,2.177969635459668374e-01,5.819071647989526586e-02
2.338624352249063232e-01,2.084125475197984023e-01,2.523573027915413935e-01,1.730336713619837208e-01,1.288984951825233316e-01
6.585121034769852999e-02,2.462013080279408517e-01,2.576103057237167926e-01,1.041464857447648718e-01,1.266129862176704757e-01
1.656020180434052691e-01,1.138206259488637462e-01,3.426723723129354582e-01,1.355423278153965461e-01,7.402011016166570867e-02
1.825399605995395858e-01,2.180533535334708561e-01,4.022897227142814280e-01,2.388815903213151459e-01,6.151271119370618767e-02
1.086515300415071966e-01,6.916403936924461759e-02,4.032628549954568875e-01,1.769549260521021683e-01,1.033516228395756353e-01
1.983436992595228876e-01,2.480293596649411347e-01,2.302309694192003486e-01,1.779056693476777640e-01,4.924665459685652336e-02
2.391072667864368728e-01,1.343807140143746803e-01,3.014531667134217052e-01,1.653226235364044783e-01,2.396042136727922212e-01
1.877051950703905736e-01,3.328277706291812854e-02,2.310831035652498588e-01,1.772624420524832045e-01,1.543633523927596396e-01
2.104643566484573347e-01,2.113247715942149496e-01,2.941454556169892931e-01,1.967094297841281147e-01,3.361575926195825570e-02
1.981663549005648339e-01,1.798467859626846910e-01,4.978787765486690220e-01,1.668213133900521838e-01,5.876793688198451299e-02
2.894864320204224573e-01,2.076663538494284977e-01,2.327554730138903794e-01,2.178387539543535367e-01,2.379233286004204806e-01
1.128867163959810654e-01,2.527315120037822438e-01,2.729631552279918605e-01,9.448960153827058728e-02,8.095362277084533487e-02
3.025462164324070891e-01,1.575367534572468808e-01,2.381428674188934003e-01,1.034778414873497310e-01,1.102306899425753162e-01
1.628708289788802499e-01,2.271266119993331223e-01,3.643844259548779663e-01,4.504267877682685550e-02,1.188834489246565207e-02
8.224387295001731046e-02,1.932852565664096300e-01,4.154827588909811853e-01,2.146251149393404445e-01,1.663996527256718927e-01
1.970366199181012579e-01,1.013501020348920451e-01,2.226108957400521893e-01,1.308578287623987646e-01,2.221599852550051601e-01
3.100825720778870309e-01,1.376529177440801166e-01,2.992432102401599847e-01,1.578760625863685207e-01,9.677090810968935752e-02
1.314895470480183515e-01,1.360431355767842132e-01,2.375327934313200273e-01,1.473018498847654678e-01,1.109676861179321739e-01
1.656571330368638850e-01,2.051119156148054068e-01,3.218582541314130574e-01,1.399710868821768539e-01,1.957758585916615779e-01
2.613556669457581250e-01,9.995997966494046816e-02,2.288086014956836056e-01,1.980997267679254770e-01,3.185775337340218671e-02
2.615700941002463420e-01,2.326651263494097233e-01,2.439009026939619185e-01,1.314222920241025772e-01,2.392455562935868474e-01
2.751369623137395193e-01,2.094390511924310583e-01,3.962020002690191944e-01,1.415151726490831430e-01,1.971320661927579709e-01
1.702289247861729360e-01,1.040165917644346877e-01,2.788478217399240067e-01,1.237689366365106319e-01,1.200661582156815899e-01
2.315996533978564587e-01,2.329594619888493978e-01,3.354941214312886499e-01,2.378441794034568679e-01,1.206024390958748693e-01
1.632946491386065568e-01,1.471840347432996632e-01,4.172393973872644546e-01,2.212368284437946087e-01,1.987823640135301384e-01
1.841599140977596138e-01,1.626085262095528783e-01,3.112177185273637958e-01,1.430875179170754685e-01,1.507537745185610345e-01
3.027428633698658889e-01,1.536224497287025925e-01,2.869558197269520550e-01,6.359912435516043572e-02,1.211081809710488899e-01
1.746298548491971858e-01,1.740319349139904381e-01,3.862622314693663350e-01,3.463122339194388832e-01,2.145689329897860764e-01
2.127057237110912546e-01,2.074478804651406494e-01,2.673311078659145745e-01,1.754970285796688123e-01,2.569237602722298508e-01
2.010721539447990203e-01,7.555996849165858009e-02,3.459167409867160425e-01,2.493020934239332798e-01,1.132921260185243834e-01
1.477345388076464205e-01,2.160772522300848930e-01,1.674082725373835512e-01,1.101091704984462349e-01,1.839419411732328979e-01
2.801162650477466709e-01,1.505809709953960518e-01,3.561704031620606115e-01,1.494431055469547798e-01,5.235588118654563305e-02
1.415502275527710796e-01,1.992443273201469356e-01,2.849336925074065219e-01,1.161883499971284872e-01,1.902710061929538676e-01
1.556017095602634237e-01,7.619391824228377574e-02,3.498600284958137130e-01,2.001676832085644842e-01,2.292411608236008258e-01
2.274779736748308856e-01,2.196700634383445816e-01,3.104630974835637103e-01,2.538255080518739826e-01,8.553952729431450741e-02
1.317270010061525332e-01,8.989287451196836809e-02,3.752518311738679557e-01,1.458173710933123868e-01,2.456122965017795423e-01
2.734349308679789869e-01,2.443438822439726321e-01,3.865214847064210035e-01,2.049882792289726974e-01,1.119464419888060169e-01
2.821233646642634652e-01,1.395249412401360634e-01,2.535507521259210417e-01,2.252236875238373404e-01,1.913181706585792285e-01
2.548868899412439770e-01,1.860181618520407587e-01,2.816984956748828650e-01,1.096905277987986621e-01,1.062871809181200611e-01
5.849634050814661590e-02,2.303666385163234687e-01,2.587644100237370681e-01,1.333154762670673288e-01,2.291532870115361720e-01
2.278759065760122271e-01,2.367687287060729062e-01,2.545736990184307991e-01,9.466988664372845419e-02,1.076830025128729246e-01
1.100267861729065100e-01,2.109570009684716141e-01,4.654152833718128712e-01,2.112022151455046903e-01,1.039722883597305192e-01
3.095576034862339565e-01,2.285385641795656397e-01,3.340379364912695603e-01,1.000067192862289928e-01,1.405907007812625398e-01
1.017033185097120929e-01,8.683788796070257554e-02,3.769669239213863654e-01,1.517467013251026231e-01,1.553491025066321973e-01
1.818909386352367541e-01,2.378081135887016306e-01,2.585135793334718546e-01,1.442963019138985836e-01,1.178704678445406939e-01
2.930270913026604140e-01,2.059097157547105372e-01,2.844614283921699793e-01,1.829046318017629458e-01,1.877246009616238276e-01
1.396113201372806700e-01,1.181836669748841107e-01,4.264652021577188812e-01,1.194939916660896495e-01,1.449482122533275463e-01
2.488932035297317102e-01,9.268444809128965900e-02,2.466005639947313477e-01,2.161749452036656471e-01,1.601721946912392502e-01
2.696626141085000095e-01,9.886229417285444243e-02,3.661616078098194338e-01,1.374619493366265321e-01,2.315617978894999318e-01
2.218791227191160842e-01,1.414914957353242408e-01,2.709538381495341097e-01,1.008933325913876633e-01,8.795966337814631331e-02
1.704838596785644422e-01,1.444386603209150133e-01,2.763433469227749573e-01,1.184240950505419110e-01,2.592510502964266439e-01
2.265702638183211270e-01,1.462961123962795429e-01,2.927480384046656781e-01,2.063587941878633758e-01,1.494921531400487669e-01
1.278622599293264828e-01,2.130217524178592003e-01,3.017240798491486187e-01,1.890989221154791566e-01,6.151800090016891487e-02
1.955152235948550143e-01,9.489087684857806793e-02,3.654122158265449838e-01,1.204459524810042176e-01,1.288152413708141819e-01
2.970331355823330743e-01,7.774017728302601293e-02,3.709547161741653110e-01,4.045160217120588597e-02,1.856303290745212331e-01
2.180544883068507300e-01,3.107209835504408657e-01,3.697775224452811704e-01,1.969461817928052083e-01,1.885998694609491155e-01
1.844907587530167925e-01,1.327030559341542681e-01,3.200062806129529425e-01,2.160015742294068841e-01,9.732485286596311014e-02
2.025246252852189455e-01,2.376142948619785755e-01,2.980598396469506528e-01,2.095484070360042472e-01,1.159967910197125807e-01
1.740484655399311131e-01,1.181032383936282820e-01,2.475020809039613079e-01,1.020201658660324917e-01,4.848213306540666290e-02
2.115246322028221382e-01,1.088389125040629124e-01,3.818382052823181549e-01,1.458668029478674133e-01,1.490045771806538244e-01
3.197338900426097696e-01,2.077473632314836283e-01,2.952004123549941128e-01,1.928312264020032585e-01,6.944211473642922239e-02
1.327336774225386096e-01,2.361598915275105459e-01,3.571428898307181798e-01,2.443307572731940602e-01,1.245888614025242591e-01
2.283953507528158344e-01,1.265995495556311856e-01,3.735644398532440569e-01,1.458079416386781069e-01,1.111997592745765651e-02
1.296035010386661634e-01,2.092715661660224102e-01,3.174600501378198603e-01,1.593401260925837448e-01,2.407485103378769198e-01
1.516854494947321164e-01,1.879843108285971509e-01,3.463134906265118440e-01,4.440476733021156419e-02,1.924809193791749695e-01
2.374678375628526128e-01,1.475653199616862032e-01,4.438103082976736502e-01,1.560804629515956110e-01,3.837038698495721933e-02
2.117529633940018752e-01,1.002490786320850286e-01,4.277511407121956655e-01,2.249326755882852524e-01,8.396396636168530769e-02
1.084816020391350111e-01,1.120462663680843463e-01,3.933891005248985051e-01,2.156204098975006977e-01,9.851215671382279604e-02
9.841372999260528109e-02,1.158023295995421198e-01,3.114490836816276587e-01,2.651545703507054430e-01,2.433715783588947246e-01
1.923989125559731339e-01,9.174640361899537300e-02,3.661590497442323566e-01,2.617093750039301558e-01,2.150188122423992987e-01
1.317041864591790845e-01,1.501729286913121852e-01,3.757816070050901125e-01,8.332465460492363696e-02,1.850319490067642292e-01
2.570672022629426623e-01,2.440673517834617001e-01,3.384381621945330987e-01,4.616831859287733042e-02,1.589206966854694869e-01
2.620677860559949002e-01,2.339352283383750453e-01,3.573117232093313556e-01,1.179645010955617940e-01,1.793591203280399671e-01
2.041124678987251695e-01,1.591246460507798888e-01,2.039336323121639927e-01,9.205900662470227480e-02,1.807081537888008682e-01
2.727386714201753826e-01,1.242684783599440346e-01,3.210578760532352693e-01,2.009874525533119072e-01,2.282195185369560730e-01
2.350314829492702595e-01,9.642748961294102250e-02,3.521639103717099095e-01,2.549909154471300399e-01,1.873223352818446930e-01
2.306444997048941459e-01,1.082603221437626329e-01,2.119328521059559156e-01,2.128196449001476809e-01,4.792501217345447595e-02
2.729601005673045755e-01,1.731635587451617886e-01,4.421476124554627463e-01,9.498180962945050598e-02,1.045295002193077777e-01
2.007648989701766307e-01,1.390086604519543967e-01,2.590441115702771802e-01,1.676717963883288531e-01,1.980440482208545294e-01
