9.591408313527237661e-01,-8.734551846097447780e-02
1.096894448488512364e+00,-6.204993920683864184e-02
1.000474525148995930e+00,1.646453712560942972e-01
9.849987560492829974e-01,-3.744861338359357916e-02
1.124054350262588375e+00,1.608989731917637167e-01
1.146533157975893724e+00,8.659574767260913575e-02
9.736687341815134511e-01,4.435478950099197570e-02
9.448260797342460382e-01,1.921018504242707481e-01
1.019479483115656615e+00,-1.943830985350455676e-01
1.008728786662363319e+00,1.884704772390896621e-01
1.645276712868664615e-01,8.800777188845829713e-01
8.764268366009562161e-01,2.700434641973395444e-02
1.120751379558414085e+00,-2.029171193308099141e-02
8.718825405006486173e-03,1.167590893773099214e+00
1.082617888226541147e+00,1.898305732461888495e-02
5.412578159553620427e-01,6.855518834210339030e-01
1.038514625423953008e+00,-4.603947393618113004e-02
8.755470210953569810e-01,-1.250986675011117877e-01
9.906123968037523486e-01,-1.640702554342224340e-01
1.694407918667099611e-01,1.136895755172515843e+00
9.830412557229351034e-01,-1.028283584754102753e-02
1.124651244984572251e+00,1.397946310686305482e-01
1.179905830083558760e+00,3.187808110894238545e-02
1.196816443503575078e+00,1.684631598590624058e-01
1.044839954719989805e+00,-5.149093994508469052e-03
-9.375606844958955799e-02,1.083565942260736215e+00
1.117754629762416352e+00,-6.690696181799787867e-02
8.585426803091842363e-01,7.906891803163690335e-02
1.122773521949409492e+00,5.491210103681826160e-02
4.757203495160359230e-01,6.208149815502349567e-01
9.476470286662710407e-01,1.926155818825099897e-01
2.019114653637764101e-01,8.564898661318818274e-01
1.070418906393900249e+00,2.246674341837978095e-01
8.404269362565953694e-01,-9.585885600627981618e-02
8.011408938052315687e-01,1.110388356757885386e-02
7.917293181995246343e-01,2.439332042374497411e-01
1.092552061290193111e+00,1.354178797685294255e-01
6.969727751652426972e-02,1.185978513262714085e+00
1.021901858335596547e+00,5.319300302706422845e-02
9.769256134796315827e-01,-1.300722062141656254e-01
1.027644857391132982e+00,3.440289497303128385e-03
1.135064469747591565e+00,-9.962693350407435255e-02
1.096629750964265515e+00,-6.563337778218025775e-02
-1.002093082862596241e-01,1.177513153796872825e+00
9.436801212736298794e-01,1.787626892567589776e-01
1.086247740120582561e+00,-4.479310540694986242e-02
1.455013859110382834e-01,5.320320895271977157e-01
1.054959283614561816e+00,-4.854026694101798434e-02
9.643287689433857057e-01,-3.765938185211065159e-02
1.064878355589526926e+00,-1.812881209772696511e-01
8.630746288489243856e-01,1.102926242444346450e-02
1.016141846776214663e+00,2.396021665302222603e-01
9.867568941410094219e-01,1.236183429576353937e-01
7.179286555903019451e-01,3.570399760098390551e-01
1.090221742184525056e+00,1.947285998812205987e-01
9.193203240734124648e-01,-1.074395573272070303e-01
9.651633401982840921e-01,1.752676445605217403e-01
