9.909121990203857422e-01,9.087781421840190887e-03
9.833750128746032715e-01,1.662497036159038544e-02
8.372293710708618164e-01,1.627706289291381836e-01
9.376511573791503906e-01,6.234885007143020630e-02
9.999674558639526367e-01,3.259301593061536551e-05
9.869978427886962891e-01,1.300217490643262863e-02
1.000000000000000000e+00,1.234713442599399968e-10
9.540221691131591797e-01,4.597787931561470032e-02
9.999997615814208984e-01,2.213993468558328459e-07
8.787907958030700684e-01,1.212091967463493347e-01
1.748656108975410461e-02,9.825133681297302246e-01
1.000000000000000000e+00,5.017146520458481973e-08
9.994795918464660645e-01,5.204594926908612251e-04
5.542568396776914597e-03,9.944573640823364258e-01
9.999933242797851562e-01,6.692793249385431409e-06
3.557223975658416748e-01,6.442776322364807129e-01
9.999998807907104492e-01,6.767475468905104208e-08
9.997904896736145020e-01,2.095211966661736369e-04
1.000000000000000000e+00,8.754010016875923839e-11
8.838548819767311215e-05,9.999116659164428711e-01
9.668012857437133789e-01,3.319874405860900879e-02
9.999997615814208984e-01,2.449940836868336191e-07
9.999998807907104492e-01,7.681070002263368224e-08
9.983133077621459961e-01,1.686672680079936981e-03
9.997267127037048340e-01,2.732252178248018026e-04
9.029682725667953491e-03,9.909702539443969727e-01
9.999214410781860352e-01,7.857849413994699717e-05
9.999992847442626953e-01,6.619551413677982055e-07
9.587671160697937012e-01,4.123291373252868652e-02
4.217203855514526367e-01,5.782796144485473633e-01
9.995910525321960449e-01,4.089216236025094986e-04
1.749895326793193817e-02,9.825010895729064941e-01
9.501202702522277832e-01,4.987977072596549988e-02
9.998268485069274902e-01,1.731880765873938799e-04
8.610233068466186523e-01,1.389767229557037354e-01
9.513608217239379883e-01,4.863914474844932556e-02
9.999127388000488281e-01,8.725369116291403770e-05
6.410520873032510281e-04,9.993589520454406738e-01
8.837320208549499512e-01,1.162679865956306458e-01
1.000000000000000000e+00,5.257933845259632477e-12
9.999997615814208984e-01,2.374722498643677682e-07
1.000000000000000000e+00,5.670708347338404565e-10
1.000000000000000000e+00,4.284355092920577590e-10
3.738528583198785782e-03,9.962614178657531738e-01
9.999996423721313477e-01,3.549936025137867546e-07
1.000000000000000000e+00,4.680478782326247256e-10
3.448916971683502197e-01,6.551082730293273926e-01
9.999995231628417969e-01,5.049297442383249290e-07
9.985662102699279785e-01,1.433788100257515907e-03
1.000000000000000000e+00,4.640011042056357837e-09
1.000000000000000000e+00,1.035739760624210248e-08
9.139479398727416992e-01,8.605210483074188232e-02
1.000000000000000000e+00,1.349042058618188378e-11
8.427281379699707031e-01,1.572718322277069092e-01
1.000000000000000000e+00,7.799169310374054476e-09
9.928494691848754883e-01,7.150577846914529800e-03
8.360707759857177734e-01,1.639292538166046143e-01
9.835894107818603516e-01,1.641066744923591614e-02
2.091719359159469604e-01,7.908281087875366211e-01
9.999996423721313477e-01,3.174612572820478817e-07
9.999288320541381836e-01,7.114616164471954107e-05
9.996756315231323242e-01,3.243987448513507843e-04
9.996330738067626953e-01,3.669259021990001202e-04
9.997413754463195801e-01,2.585728070698678493e-04
8.721204996109008789e-01,1.278794556856155396e-01
9.995439648628234863e-01,4.560445668175816536e-04
7.899792790412902832e-01,2.100207805633544922e-01
9.999947547912597656e-01,5.223985226621152833e-06
9.996426105499267578e-01,3.573591238819062710e-04
9.876363873481750488e-01,1.236358191817998886e-02
4.800108969211578369e-01,5.199890732765197754e-01
1.000000000000000000e+00,1.857265036209199138e-10
9.997804760932922363e-01,2.195816632593050599e-04
6.697484254837036133e-01,3.302515149116516113e-01
1.000000000000000000e+00,3.070865517429410829e-08
9.120394289493560791e-02,9.087961316108703613e-01
9.932884573936462402e-02,9.006711840629577637e-01
9.994513392448425293e-01,5.487098824232816696e-04
